Type,TO?,feasible,time(sec)
QUERY_REDUCE_COMBINATION,False,True,3.6359944343566895
QUERY_REDUCE_COMBINATION,False,False,75.70770788192749
QUERY_REDUCE_COMBINATION,False,False,182.42071986198425
QUERY_REDUCE_COMBINATION,False,False,154.6704773902893
QUERY_REDUCE_COMBINATION,False,True,3.853299856185913
QUERY_REDUCE_COMBINATION,False,False,73.84662389755249
QUERY_REDUCE_COMBINATION,False,False,175.87207627296448
QUERY_REDUCE_COMBINATION,False,True,3.7601733207702637
QUERY_NORMAL,False,True,3.4036500453948975
QUERY_NORMAL,False,True,3.495915651321411
QUERY_NORMAL,False,True,3.3034214973449707
QUERY_NORMAL,False,False,3.050382375717163
QUERY_NORMAL,False,True,3.472252130508423
QUERY_NORMAL,False,True,3.6473464965820312
QUERY_NORMAL,False,True,3.712895631790161
QUERY_NORMAL,False,True,3.6191422939300537
QUERY_NORMAL,False,False,3.1732022762298584
QUERY_NORMAL,False,False,3.0836799144744873
QUERY_NORMAL,False,True,3.352346181869507
QUERY_NORMAL,False,False,2.946108102798462
QUERY_NORMAL,False,True,3.44170880317688
QUERY_NORMAL,False,True,3.235353708267212
QUERY_NORMAL,False,True,3.171921968460083
QUERY_NORMAL_CONSTRUCTOR,False,False,1.6531269550323486
QUERY_NORMAL_CONSTRUCTOR,False,False,1.687375545501709
QUERY_NORMAL_CONSTRUCTOR,False,True,1.8592514991760254
