Type,TO?,feasible,time(sec)
QUERY_NORMAL,False,False,3.1785504817962646
QUERY_NORMAL,False,False,3.1725516319274902
QUERY_NORMAL,False,False,3.2438361644744873
QUERY_NORMAL,False,True,3.957115650177002
QUERY_NORMAL,False,False,3.476977586746216
QUERY_NORMAL,False,False,3.6676862239837646
QUERY_NORMAL,False,False,3.2972006797790527
QUERY_NORMAL,False,False,3.454559803009033
QUERY_NORMAL,False,False,3.4561216831207275
QUERY_NORMAL,False,False,3.383833169937134
QUERY_NORMAL,False,False,3.2453501224517822
QUERY_NORMAL,False,True,3.814354658126831
QUERY_NORMAL,False,False,3.3516640663146973
QUERY_NORMAL,False,False,3.5108163356781006
QUERY_NORMAL,False,False,3.4503583908081055
QUERY_NORMAL,False,False,3.2569386959075928
QUERY_NORMAL,False,True,3.8100149631500244
QUERY_NORMAL,False,False,3.4960126876831055
QUERY_NORMAL,False,False,3.4039320945739746
QUERY_NORMAL,False,False,3.432281255722046
QUERY_NORMAL,False,False,3.340010404586792
QUERY_NORMAL,False,False,3.353191614151001
QUERY_NORMAL,False,False,3.411170482635498
QUERY_NORMAL,False,False,3.463223457336426
QUERY_NORMAL,False,False,2.0441246032714844
QUERY_NORMAL,False,False,2.021332025527954
QUERY_NORMAL,False,False,1.8352017402648926
QUERY_NORMAL_CONSTRUCTOR,False,False,1.814251184463501
QUERY_NORMAL_CONSTRUCTOR,False,False,1.8073253631591797
QUERY_NORMAL_CONSTRUCTOR,False,True,1.9801695346832275
