Type,TO?,feasible,time(sec)
QUERY_REDUCE_COMBINATION,False,True,4.350751876831055
QUERY_REDUCE_COMBINATION,False,True,4.5994274616241455
QUERY_REDUCE_COMBINATION,False,True,4.746221542358398
QUERY_REDUCE_COMBINATION,True,False,600.0110602378845
QUERY_REDUCE_COMBINATION,True,False,600.0183794498444
QUERY_REDUCE_COMBINATION,False,True,4.68040919303894
QUERY_REDUCE_COMBINATION,False,True,4.3906943798065186
QUERY_REDUCE_COMBINATION,False,True,4.806339740753174
QUERY_REDUCE_COMBINATION,True,False,600.0232539176941
QUERY_REDUCE_COMBINATION,True,False,600.0198347568512
QUERY_REDUCE_COMBINATION,True,False,600.0138716697693
QUERY_REDUCE_COMBINATION,False,True,4.290849208831787
QUERY_REDUCE_COMBINATION,False,True,4.256036996841431
QUERY_REDUCE_COMBINATION,False,True,4.171855688095093
QUERY_REDUCE_COMBINATION,True,False,600.0146305561066
QUERY_REDUCE_COMBINATION,False,True,3.4519834518432617
QUERY_NORMAL,False,True,4.069032907485962
QUERY_NORMAL,False,False,3.637450695037842
QUERY_NORMAL,False,False,3.600614309310913
QUERY_NORMAL,False,False,3.695486307144165
QUERY_NORMAL,False,True,4.249993801116943
QUERY_NORMAL,False,False,3.7583258152008057
QUERY_NORMAL,False,False,3.592181444168091
QUERY_NORMAL,False,False,3.7114570140838623
QUERY_NORMAL,False,True,4.176129579544067
QUERY_NORMAL,False,False,3.7635114192962646
QUERY_NORMAL,False,False,3.6738855838775635
QUERY_NORMAL,False,False,3.6790406703948975
QUERY_NORMAL,False,True,4.888469696044922
QUERY_NORMAL,False,True,4.646503448486328
QUERY_NORMAL,False,False,3.969642162322998
QUERY_NORMAL,False,False,3.941195487976074
QUERY_NORMAL,False,False,3.850365400314331
QUERY_NORMAL,False,True,4.947996616363525
QUERY_NORMAL,False,True,4.919536590576172
QUERY_NORMAL,False,False,3.9934420585632324
QUERY_NORMAL,False,False,3.907630681991577
QUERY_NORMAL,False,False,3.6888091564178467
QUERY_NORMAL,False,False,3.598039150238037
QUERY_NORMAL,False,False,3.7376456260681152
QUERY_NORMAL,False,False,3.7104251384735107
QUERY_NORMAL,False,False,3.6180713176727295
QUERY_NORMAL,False,True,4.594796419143677
QUERY_NORMAL,False,False,3.560950994491577
QUERY_NORMAL,False,False,3.679574966430664
QUERY_NORMAL,False,False,3.533888578414917
QUERY_NORMAL,False,False,3.583699941635132
QUERY_NORMAL,False,True,4.958968639373779
QUERY_NORMAL,False,False,3.6692073345184326
QUERY_NORMAL,False,False,3.6862523555755615
QUERY_NORMAL,False,True,5.2518792152404785
QUERY_NORMAL,False,True,5.778032541275024
QUERY_NORMAL,False,False,3.6087257862091064
QUERY_NORMAL,False,False,3.8448870182037354
